image,actual,predicted,caption,tags
39199919_1577043595733420_8408115226062356480_n.jpg,0,1,#pavbhaji #firsttry #cameoutprettygood #homecooking #indianinnyc #vegetarianrecipes #mumbaistreetfoodathome,"['vegetarianrecipes', 'cameoutprettygood', 'mumbaistreetfoodathome', 'firsttry', 'pavbhaji', 'homecooking', 'indianinnyc']"
39143954_2145955525668027_5551104715929944064_n.jpg,0,1,"Hungry Reacts on Haldiram 
#haldirams #pavbhaji #cravings #yummy#chat #snacks #foodblogger #yummyfood #yumm #travel #photography #pav #bhaji #butter #hungry #indianfood #cuisine 
A most popular brand for serving sweet and snacks. Visited their outlet in Janakpuri and tried Pav bhaji, great presentation and the Pav (bread) goes well with bhaji (curry) .

The ambience is so amazing and all the kitchen department are separated so there is no confusion. Sitting arrangement is also comfortable with beautiful decor.

Follow @hungryreacts For Latest Reaction Use #hungryreacts @haldiramsoutlets","['hungry', 'cuisine', 'yumm', 'cravings', 'foodblogger', 'haldirams', 'travel', 'bhaji', 'butter', 'pavbhaji', 'chat', 'yummyfood', 'photography', 'pav', 'hungryreacts', 'indianfood', 'yummy', 'snacks']"
39756318_451914961975200_5114086553701842944_n.jpg,0,1,"• Pav Bhaji is popular Indian street food where dinner rolls/buns are served with spicy mashed veggies topped with dollop of butter. Street food doesn’t get better than this!
• This Pav Bhaji Recipe is spicy, so flavorful and can be easily made vegan by replacing butter with vegan butter! If you have never had pav bhaji in your life, you are seriously missing out!
Indian street food is my favorite kind of food. It’s something that I can eat everyday and still not get bored of it.
• Ever since I can remember, I have been a huge pav bhaji fan. You can find it pretty much everywhere in India but if you want to taste the best pav bhaji , go to Mumbai! That’s where this dish originated from and the one at Juhu Beach is so good, trust me!
I ate pav bhaji all my life but can still not forget the one I had in Mumbai. ▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪
Follow @eatwithashlaysha for more food updates and use hashtag #eatwithashlaysha to get featured.
•Turn the post notification on📣
•FOLLOW .LIKE .SHARE .COMMENT💬
•Tag your friends👥
▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪ #streetfood#pavbhaji#mumbaifood#mumbaifoodie#mumbai#mumbaipavbhaji#mumbaistreetfood#streetpavbhaji#pavbhajirecipe#pawbhaji#foodporn#followforfood#siliguri#siligurifoodies#foodblogger#indianfoodblogger#foodies#foodlover#foodphotography#homecook#vegetarianrecipes#indianhomecook#gharkakhana#homemade#foodgasm#indianfoodlover#foodishappiness#foodieness#eatwithashlaysha","['mumbaistreetfood', 'vegetarianrecipes', 'foodphotography', 'indianfoodlover', 'foodblogger', 'mumbai', 'eatwithashlaysha', 'mumbaifoodie', 'mumbaipavbhaji', 'foodishappiness', 'foodlover', 'foodieness', 'foodporn', 'followforfood', 'siligurifoodies', 'pawbhaji', 'pavbhajirecipe', 'indianfoodblogger', 'indianhomecook', 'streetpavbhaji', 'homecook', 'mumbaifood', 'siliguri', 'streetfood', 'pavbhaji', 'foodies', 'foodgasm', 'homemade', 'gharkakhana']"
39060905_237110266951828_4892249650322472960_n.jpg,0,1,#foodie #pavbhaji #streetfood #mumbaifoodie #yummyfoodformytummy #indiancuisine,"['indiancuisine', 'yummyfoodformytummy', 'foodie', 'mumbaifoodie', 'pavbhaji', 'streetfood']"
39851009_258063608370030_1983295779942432768_n.jpg,0,1,"My all time obsession, “PavBhaji and love for Blue”
.
#indianfood #pavbhaji #indiancuisine #cookandeat #memorableweekend #blue #crocery #goodfood #healthyfood #guidelines #curves #foodphotography #foodphotographer #foodfood #foodgasm #food #cooking #foodstagram #eatandtreats #eatrepeat #iphonephotography #mchaitaliphotography","['healthyfood', 'foodphotography', 'cookandeat', 'blue', 'foodphotographer', 'indianfood', 'crocery', 'eatrepeat', 'cooking', 'iphonephotography', 'goodfood', 'curves', 'guidelines', 'foodstagram', 'memorableweekend', 'mchaitaliphotography', 'indiancuisine', 'food', 'pavbhaji', 'foodfood', 'foodgasm', 'eatandtreats']"
38963890_2145627965714408_4878308577321680896_n.jpg,1,0,"Is there anything better than some buttery Pav Bhaji on a rainy day? Enjoy this Mumbai delicacy along with our newly launched Mumbai special Sandwich for a chatpata day 😁
•••
#thehudsoncafe #northcampus #hudsonlane #cafe @justdelhiing #pavbhaji #mumbaifoodie #pavbhajilove @sodelhi #comfortfood #eeeeats #grub @lbbdelhincr #dimsums #sodelhi @dfordelhi #dfordelhi #ifoundawesome #saadidilli #justdelhiing","['dfordelhi', 'ifoundawesome', 'dimsums', 'mumbaifoodie', 'pavbhaji', 'justdelhiing', 'grub', 'northcampus', 'comfortfood', 'eeeeats', 'thehudsoncafe', 'pavbhajilove', 'sodelhi', 'saadidilli', 'cafe', 'hudsonlane']"
39877932_253437735377252_2841615530572382208_n.jpg,0,1,"Do you guys love Pav Bhaji???
#foodie_forever #foodelicious
#foodie_who_loves_food #foodiesofmaharashtra #foodiesofinstagram #foodofindia #foodiesofindia #food #foodie #foodsofinstagram #foodsofindia #foodiesofmumbai #mumbaispecial #indiaspecial #foodbloggersofmumbai #foodbloggers #foodbloggerlife #foodbloggersofindia #foodbloggersofmaharashtra #foodbloggersofinstagram #foodblogger #love_for_food #lovetoeat #mumbai #mumbaifoodie #maharashtraspecial #pavbhaji #pav #bhaji","['maharashtraspecial', 'foodiesofmumbai', 'mumbaispecial', 'bhaji', 'foodblogger', 'mumbai', 'foodelicious', 'foodie', 'foodsofinstagram', 'mumbaifoodie', 'foodiesofindia', 'indiaspecial', 'foodie_who_loves_food', 'foodiesofmaharashtra', 'love_for_food', 'pav', 'foodiesofinstagram', 'foodbloggersofmaharashtra', 'foodbloggerlife', 'foodsofindia', 'foodbloggersofinstagram', 'foodbloggersofindia', 'foodbloggers', 'foodie_forever', 'food', 'foodofindia', 'foodbloggersofmumbai', 'pavbhaji', 'lovetoeat']"
39151642_2140893076161809_1686001437953228800_n.jpg,0,1,A must have food when you are in Mumbai.Panki chutney Pavbhaji and Pizza.#swatisnacks #swatisnacksmumbai #pankichutney #pavbhaji #favouriteplace #delicious #foodporn #foodie #foodstagram #foodblogging #foodphotography #punekarfoodie #missingindia🇮🇳 #pictureoftheday #narimanpoint #mumbai_ig #mumbai_igers #igerspune #igers_frankfurt #igers_germany,"['igers_germany', 'punekarfoodie', 'foodphotography', 'mumbai_igers', 'narimanpoint', 'foodie', 'missingindia', 'igerspune', 'pavbhaji', 'igers_frankfurt', 'mumbai_ig', 'pankichutney', 'swatisnacksmumbai', 'pictureoftheday', 'foodporn', 'foodblogging', 'favouriteplace', 'delicious', 'foodstagram', 'swatisnacks']"
39082092_1977037435930128_8000496407033151488_n.jpg,0,1,"Paying homage to the 20th century Iranian Cafés of Mumbai, Dishoom showcases the old school welcoming themes of jazz music, coupled with food that strikes a cord with every Indian that crosses the majestic doorway. 
As you enter, you are greeted by old school jukeboxes, Parsi themed decor, stained glass lamps and a friendly server that leads you to an inviting booth. 
The bottomless Masala Chai served in the iconic Railway glasses does justice to India's drink of choice over biscuits. It has the perfect hit of ginger, with overtones of Cloves and Cardamom. 
Ditching the shortcrust for Filo, the Lamb and Vegetable Samosas are served with a side of Mint, Tamarind and Tomato Chutneys, the perfect combination for the savoury stuffed flaky pastry to contrast with the sourness of the dipping sauces. 
The Okra fries marinated with traditional blends of Indian spices are little munchies that kids seem to wipe off plates in no time. 
To end with, I tried the Keema Pav. Undoubtedly the BEST I have ever tried. Made from lamb mince that is slowly stewed in a mixture of flavoursome spices, oil and onions, the Keema is a smooth curry that is scooped up in freshly baked buns toasted with Desi Ghee. An experience that can not be explained to its full depth of flavours and emotions. 
Unquestionably the deserving recipient of Yelp's Best restaurant award for 3 years in a row.
.
.
.
.
.
.
.
#food #foodporn #tea #chai #samosa #fries #okra #lamb #mutton #pav #pavbhaji #keema #masala #spice #dishoom #london #england #glass #evening #iranian #parsi #mumbai #jazz #jazzmusic #jukebox #indian #desi #snacks","['iranian', 'okra', 'england', 'parsi', 'mumbai', 'jukebox', 'fries', 'keema', 'snacks', 'spice', 'chai', 'pav', 'foodporn', 'indian', 'jazz', 'masala', 'dishoom', 'jazzmusic', 'glass', 'lamb', 'samosa', 'desi', 'food', 'evening', 'mutton', 'pavbhaji', 'london', 'tea']"
39260559_2164619040461761_5431907935968034816_n.jpg,1,0,"Pav Bhaji , is an Indian fast food dish , consisting of thick vegetable curry , fried and served with a soft bread roll
.
The dish originated in the 1850s as a fast lunchtime dish for textile mill workers & is now offered at outlets from simple hand carts to formal restaurants in India and abroad!
.
1619
.
#indianstreetfood #indianfastfood #pavbhaji #indianfood #nikond3400 #nikond3400photography #nikonindia #foodphotography #yourshot_india #natgeoyourshot #nikonphotography #indianphotographyinc #clickoftheday #clickshotindia #shutterhubindia #indianshutterbugs #clickindiaclick #photographersofindia #nikon1855mm #foodphotograph #indianflavours #indianphotographersclub #clickclick","['clickindiaclick', 'nikon1855mm', 'foodphotography', 'indianstreetfood', 'indianshutterbugs', 'indianfood', 'nikond3400', 'indianphotographyinc', 'photographersofindia', 'nikonindia', 'nikond3400photography', 'clickoftheday', 'clickclick', 'nikonphotography', 'foodphotograph', 'natgeoyourshot', 'clickshotindia', 'indianfastfood', 'shutterhubindia', 'yourshot_india', 'indianflavours', 'pavbhaji', 'indianphotographersclub']"
39061589_530258890744698_7615918923610849280_n.jpg,0,1,"Mini Pizza 
Special Pav bhaji Pizza
@bittybatter 
#food 
#pizza 
#foodphotography 
#rajasfuladiphotography 
#photography 
#snapseed 
#instafood 
#mumbaifoodlovers 
#tasty 
#cheese 
#pavbhaji 
#blogger 
#foodblogger 
#instagram","['mumbaifoodlovers', 'foodphotography', 'foodblogger', 'food', 'rajasfuladiphotography', 'snapseed', 'tasty', 'instagram', 'blogger', 'pavbhaji', 'photography', 'instafood', 'pizza', 'cheese']"
38795107_1969211283100674_2578504854766878720_n.jpg,0,1,"Add some colour to your plate by enjoying a helping of Pav Bhaji, an Indian roadside favourite. Made with a medley of veggies, this spicy dish is perfect for boosting your fibre intake. Little chefs can stay busy by washing or chopping the veggies. Use #TINC to share a snap of your family cooking up a storm!⠀
Recipe: http://bit.ly/pavandbhaji⠀
.⠀
.⠀
.⠀
#Ismaili #Muslim #PavBhaji #SouthAsian #Indian #FoodieFriday #Foodie #Friday #Homemade #HomemadeMeal #Lunch #Dinner #Hearty #Vegetarian #Veggies #Yum #Yummy #WholesomeMeal #Healthy #HealthyLifestyle #HealthyChoices #Delicious #GoodChoices #Recipe #Easy","['Yum', 'HomemadeMeal', 'Indian', 'Dinner', 'Muslim', 'Ismaili', 'WholesomeMeal', 'Vegetarian', 'Lunch', 'Recipe', 'SouthAsian', 'TINC', 'Homemade', 'Friday', 'Hearty', 'Easy', 'Delicious', 'GoodChoices', 'Foodie', 'FoodieFriday', 'HealthyChoices', 'Healthy', 'Veggies', 'Yummy', 'HealthyLifestyle', 'PavBhaji']"
38184104_556981888053798_4867000010035691520_n.jpg,1,0,"Pav Bhaji for Dinner. 😊
.
.
.
@mitali.joshi.7965 made Pav Bhaji using my recipe and I was craving for it too. So, I had to make it 😆",[]
39178517_1836337046415117_3829827702257352704_n.jpg,0,1,What a way to spend a rainy Sunday than having a day of cooking comforting #Indian food courtesy of @meerasodha #freshindia and #madeinindia #dhokla with #cauliflower #chickpea and #pomegranate #chaat for lunch and #dishaspavbhaji for tea #pavbhaji #indianfood #vegetarian #homemade,"['madeinindia', 'dishaspavbhaji', 'chaat', 'homemade', 'vegetarian', 'pavbhaji', 'Indian', 'cauliflower', 'freshindia', 'chickpea', 'indianfood', 'dhokla', 'pomegranate']"
39877922_1169307859887773_9082777545140600832_n.jpg,0,1,"Homemade pav bhaji served with blob of butter and fresh cabbage as salad 😻
.
.
.
.

#instagram #foodporn #pavbhaji #healthy #vegetarian #india #asia #yummyinmytummy #eeeeeats #streetfood #food #potd #igers #delhi #followforfollowback #likeforlikes","['yummyinmytummy', 'india', 'instagram', 'food', 'followforfollowback', 'asia', 'vegetarian', 'pavbhaji', 'streetfood', 'potd', 'healthy', 'delhi', 'igers', 'foodporn', 'likeforlikes', 'eeeeeats']"
38485738_1070182246491219_3612906818444984320_n.jpg,1,0,#pavbhaji,['pavbhaji']
39494060_2146948288925911_246364920440946688_n.jpg,0,1,Where is the Bhaji?? 🤔 #pavbhaji #cheese #streetfood #mumbai #foodporn #foodie,"['mumbai', 'foodie', 'streetfood', 'pavbhaji', 'foodporn', 'cheese']"
39294744_1228134780656766_2536114897649926144_n.jpg,0,1,"Utterly delicious ""PavBhaji"". If you crave for the Mumbai street food this place this the best location at Al Dajeej,Lulu hypermarket.

The tasty and mouth watering PavBhaji.

#indianexpresskuwait #aldajeej #farwaniya #foodblogger #pavbhaji #mumbaistreetfood #mouthwatering #kuwaitfoodies #foodiesofkuwait #foodstagram #foodoftheday #foodstyling  #foodlovers #foodforfoodies #fdblogger","['mumbaistreetfood', 'foodiesofkuwait', 'foodstyling', 'indianexpresskuwait', 'kuwaitfoodies', 'foodblogger', 'foodforfoodies', 'fdblogger', 'foodoftheday', 'mouthwatering', 'pavbhaji', 'farwaniya', 'aldajeej', 'foodstagram', 'foodlovers']"
38957883_599338577128607_6962741774703919104_n.jpg,0,1,"What : Tandoori mahkana (fox nuts)
It is a perfect chakna with drinks plus good for people who are on diet as these are roasted having a perfect crunch. 
This cafe has roof top sitting as well which have beautiful interiors and it also serves some good quality sheesha. .
.
.
Where : Uncultured, Greater Kailash, Delhi.
.
.
.
Price : ₹295
.
.
.
#delhi#delhifoodie#streetfooddelhi#pavbhaji#delhi_igers#foodie#foodgasm#foodphotography#foodlover","['foodlover', 'foodphotography', 'delhifoodie', 'foodie', 'pavbhaji', 'delhi', 'delhi_igers', 'streetfooddelhi', 'foodgasm']"
39383091_213071032895272_1227521070743945216_n.jpg,0,1,"Some days you just need pav Bhaji to warm your soul and get ready for the big day tomorrow.
📖 🧒 🎒 
Tomorrow is our first day to school!
Sidd is stepping into second grade and Sahana is starting her journey into elementary school as TK-er. For the summer we packed their days with summer camps, garden projects, house cleaning & closet / toy organizing, vacation to Canada and couple of day/ weekend trips around Bay Area. For the last 10 days we kept them home to watch TV, nap, dig some dirt , build a pond in the backyard and just do nothing. They woke up in their own pace, ate when they wanted and played until they were tired. Overall a great summer 2018 to remember and cherish. 
We look forward a fantastic school year ahead loaded with fun, more friendships and more laughter! .
.
.
.
.
.
.
.
.
#spicesandaroma #vijithashyam #pavbhaji #streetfood #eat #eeeeeats #foodporn #food #foodie #foodislife #comfortfood #madewithlove #dinner #vegetarianrecipes #veggies #veggie #vegg #indianfood #madeathome #cooking #cookingfromscratch #pressurecooker #schoolyear #lastdayofsummer #lastdayofsummerbreak","['lastdayofsummer', 'vegetarianrecipes', 'lastdayofsummerbreak', 'foodie', 'comfortfood', 'vegg', 'pressurecooker', 'indianfood', 'cookingfromscratch', 'spicesandaroma', 'veggie', 'cooking', 'foodporn', 'madeathome', 'vijithashyam', 'schoolyear', 'foodislife', 'eeeeeats', 'veggies', 'food', 'eat', 'madewithlove', 'dinner', 'streetfood', 'pavbhaji']"
39079210_569338670148881_3677972532142538752_n.jpg,0,1,#pavbhaji #foodie #foodpics #food #foodgram #foodgasm #homemade,"['foodgram', 'food', 'foodie', 'pavbhaji', 'foodpics', 'foodgasm', 'homemade']"
38927983_2157438141179976_1233717235378290688_n.jpg,0,1,"People say EAT TO LIVE
We say LIVE TO EAT!! 😁
Pc :@pune_food_blogger

Cheese Masala Pav, 
at Shree Samarth Stall, 
Camp, 
Pune😍

Details :
Price : ₹50 
#punefoodblogger #pune_food_blogger #food #foodporn #instafood #foodie #picoftheday #punecity #puneri #brand #punefood #puneinstagrammers #breakfast #punekar #punebrand #indianfood #likeforfollow #lunch #followforfollow #foodblogger #follow4follow #india #maharashtra #dinner #pimprichinchwad #shoutout #foodinpune #indianfood  #pavbhaji #pune_food_blogger
#the_beard_foodies","['follow4follow', 'foodblogger', 'puneinstagrammers', 'foodie', 'maharashtra', 'followforfollow', 'lunch', 'indianfood', 'punebrand', 'pune_food_blogger', 'shoutout', 'instafood', 'punecity', 'foodporn', 'brand', 'likeforfollow', 'punefoodblogger', 'india', 'punefood', 'punekar', 'breakfast', 'picoftheday', 'pimprichinchwad', 'puneri', 'food', 'foodinpune', 'dinner', 'pavbhaji', 'the_beard_foodies']"
38467931_228495541164776_479336925967155200_n.jpg,0,1,"Gulab Jamun
Tag gulab jamun lovers😍
Pav bhaji🍛
.
.
.
Yummy 
Tasty
.
.
. chocolates
.
.
Gulab. Jamun#pavbhaji#chocolates#sugar#syrup#dipped#milk essence#flour#bread#pavbahjispices#lemon#squeezed#😋😋","['squeezed', 'lemon', 'pavbahjispices', 'bread', 'milk', 'pavbhaji', 'flour', 'syrup', 'dipped', 'chocolates', 'sugar']"
39073884_303948433745399_5027159035560853504_n.jpg,0,1,"सर्वात लोकप्रिय ठरलेले हे अस्सल मराठमोळी ‘फास्ट फूड’ म्हणजेच वडा व पावची ही भन्नाट जोडी. चटकदार अन अतरंगी असा हा कड्ड्क चा बजरंगी वडापाव खवय्यांच्या सेवेत हजर आहे
लोकांना प्रेमाने खाऊ घालणं म्हणजे काय, याचा अनुभव घ्यायचा असेल तर हा वडापाव खायला जरूर या.
#foodpics #breakfast #delish #instafood #instagood #tasty #foodpic #hot #eat #amazing #hungry #sweet #eating #foods #dinner #delicious #foodporn #fresh #yummy #yum #food #photooftheday #lunch #foodgasm #vadapav #misal #pavbhaji","['vadapav', 'hot', 'eating', 'foodpics', 'delicious', 'lunch', 'amazing', 'delish', 'hungry', 'photooftheday', 'instafood', 'foodporn', 'fresh', 'yum', 'sweet', 'yummy', 'breakfast', 'instagood', 'foodpic', 'foods', 'food', 'tasty', 'eat', 'dinner', 'misal', 'pavbhaji', 'foodgasm']"
39110966_551986135251881_2926386549929017344_n.jpg,0,1,"Today's lunch menu

Tawa pulao  _ is a famous Mumbai street food .It is an easy rice item which you can quickly prepare on tawa .I came across this recipe in Tarladalal's cook book. *You can prepare this recipe with left over rice too.
*Once the chopping is done ,pulao gets ready in minutes.
*Do not over cook the vegetables.Its should be crispy .
*Add any veggies of your choice.
* I have used beans,carrot ,capsicum,green peas,paneer.You can include baby corn,cauliflower,potatoes.

Recipe in the blog.

#easyrecipe,#pulao,#indianrice,#ricerecipe,#tawapulao,#easypulao,#mumbaistreetfood,#indianfoodblogger,#vegetable,#vegrecipes,#desikhana,#mumbaifood ,#pavbhaji,#whaticook,#whatsonmytable,#beautifulcusine,#cookinglight,#xiaomiclicks,#foodpron,#foodgasm,#bangalorefoodbloggers,#lunchmenu","['mumbaistreetfood', 'cookinglight', 'pulao', 'tawapulao', 'vegrecipes', 'whatsonmytable', 'ricerecipe', 'easyrecipe', 'beautifulcusine', 'whaticook', 'indianrice', 'bangalorefoodbloggers', 'indianfoodblogger', 'easypulao', 'lunchmenu', 'mumbaifood', 'vegetable', 'desikhana', 'xiaomiclicks', 'pavbhaji', 'foodgasm', 'foodpron']"
39100754_1947549882212112_4052821742840709120_n.jpg,0,1,"pav bhaji originated in the 1850s as a fast lunchtime dish for textile mill workers in Mumbai.. latter become the favorite evening snack for half of the indian population. 
#pavbhaji #bangalorestreetfood #kidsfavorite #indianstreetfood #foodie #foodlover #Foodblogger #FoodPics #foodporn #foodgasm #foodoftheday","['foodlover', 'Foodblogger', 'foodgasm', 'foodoftheday', 'foodie', 'pavbhaji', 'indianstreetfood', 'bangalorestreetfood', 'foodporn', 'FoodPics', 'kidsfavorite']"
